,geoid,county,state,median_rent,median_rent_moe,employee1_mean,employee1_sd,total_population,total_population_poverty,poverty_rate_pct,roi_2%_adopt,roi_1%_adopt
681,17169,Schuyler County,Illinois,836.5,149.0,156000.0,660.0,6746.0,971.0,14.6,-54.10598166552335,-77.05299083276168
682,17171,Scott County,Illinois,703.5,88.0,156000.0,660.0,4790.0,542.0,11.5,-67.26483703606677,-83.63241851803338
683,17173,Shelby County,Illinois,810.5,183.66666666666666,156000.0,660.0,20761.0,2327.0,11.3,2.848084282488348,-29.317437710303974
684,17175,Stark County,Illinois,721.5,92.0,156000.0,660.0,5345.0,595.0,11.4,-63.49438528392307,-81.74719264196155
685,17177,Stephenson County,Illinois,791.6153846153846,173.30769230769232,156000.0,660.0,43627.0,6005.0,14.0,58.207514669352044,8.11264358759622
686,17179,Tazewell County,Illinois,979.3793103448276,188.72413793103448,156000.0,660.0,129911.0,11269.0,8.9,142.96952222813167,95.82787983628596
687,17181,Union County,Illinois,685.8,141.0,156000.0,660.0,16767.0,3383.0,20.7,14.65608417367202,-42.671957913163986
688,17183,Vermilion County,Illinois,846.0416666666666,137.33333333333334,156000.0,660.0,72337.0,12043.0,17.3,118.52084244577377,79.01782353820693
689,17185,Wabash County,Illinois,804.75,191.0,156000.0,660.0,11087.0,1497.0,13.9,-24.491979216622163,-62.24598960831108
690,17187,Warren County,Illinois,798.2,134.0,156000.0,660.0,16354.0,2410.0,15.6,11.403775675638855,-44.29811216218057
691,17189,Washington County,Illinois,797.5,150.25,156000.0,660.0,13643.0,1082.0,8.1,-7.061394794357242,-53.53069739717861
692,17191,Wayne County,Illinois,693.4,113.4,156000.0,660.0,15872.0,2158.0,13.7,8.50770009069654,-45.746149954651735
693,17193,White County,Illinois,705.6,217.8,156000.0,660.0,13614.0,1972.0,15.1,-6.967738702395609,-53.48386935119781
694,17195,Whiteside County,Illinois,907.1578947368421,259.57894736842104,156000.0,660.0,54658.0,6944.0,12.9,97.79558812885925,35.06199053809238
695,17197,Will County,Illinois,1685.090909090909,380.3076923076923,156000.0,660.0,696757.0,48828.0,7.1,197.23959809212175,181.366298645493
696,17199,Williamson County,Illinois,936.1111111111111,176.11111111111111,156000.0,660.0,66695.0,8195.0,12.7,101.20335531663495,64.68804872695347
697,17201,Winnebago County,Illinois,1058.012658227848,206.44303797468353,156000.0,660.0,282188.0,42830.0,15.4,168.48453247003735,139.11262701747143
698,17203,Woodford County,Illinois,1004.4444444444445,187.44444444444446,156000.0,660.0,38128.0,2572.0,6.9,87.9795669620236,28.958454687235776
699,18001,Adams County,Indiana,882.1666666666666,170.33333333333334,156000.0,660.0,36068.0,4070.0,11.5,78.36093677239629,22.497636743404108
700,18003,Allen County,Indiana,1099.4565217391305,200.43478260869566,156000.0,660.0,391449.0,44410.0,11.5,186.93755690983122,172.11461463541426
701,18005,Bartholomew County,Indiana,1078.75,187.0625,156000.0,660.0,83540.0,10442.0,12.7,105.66961927280747,50.68882325088499
702,18007,Benton County,Indiana,819.3333333333334,117.66666666666667,156000.0,660.0,8719.0,872.0,10.1,-40.64871855961336,-70.32435927980669
703,18009,Blackford County,Indiana,743.25,171.5,156000.0,660.0,11919.0,1492.0,12.7,-18.6552882195536,-59.3276441097768
704,18011,Boone County,Indiana,1312.3,247.3,156000.0,660.0,74164.0,3825.0,5.2,122.47320101451426,81.44556559635758
705,18013,Brown County,Indiana,980.25,182.25,156000.0,660.0,15570.0,1489.0,9.7,5.40954519425789,-47.295227402871056
706,18015,Carroll County,Indiana,917.2857142857143,266.85714285714283,156000.0,660.0,20555.0,2106.0,10.3,1.5589524479506158,-30.272284664764854
707,18017,Cass County,Indiana,757.3636363636364,131.45454545454547,156000.0,660.0,37540.0,4823.0,13.1,86.21479593063805,28.03970531085404
708,18019,Clark County,Indiana,1097.2222222222222,170.11111111111111,156000.0,660.0,124237.0,11755.0,9.6,132.10179712190643,86.94281200103663
709,18021,Clay County,Indiana,876.1666666666666,169.16666666666666,156000.0,660.0,26379.0,3302.0,12.7,30.466930720818397,-10.390823600015839
710,18023,Clinton County,Indiana,951.5,103.5,156000.0,660.0,32843.0,3592.0,11.2,62.134943783708174,11.282534913795537
711,18025,Crawford County,Indiana,694.6666666666666,105.66666666666667,156000.0,660.0,10536.0,1879.0,18.0,-27.974569608859618,-63.98728480442981
712,18027,Daviess County,Indiana,777.125,156.25,156000.0,660.0,33418.0,3498.0,10.7,65.68666843639961,13.90380483177136
713,18029,Dearborn County,Indiana,882.0,166.72727272727272,156000.0,660.0,51138.0,5353.0,10.6,85.14173998044966,26.442541477445996
714,18031,Decatur County,Indiana,867.4,105.4,156000.0,660.0,26416.0,2828.0,10.9,30.67825788706477,-10.238403755017702
715,18033,DeKalb County,Indiana,919.7777777777778,167.88888888888889,156000.0,660.0,43731.0,3956.0,9.2,58.21698913406147,8.027271754137018
716,18035,Delaware County,Indiana,905.9090909090909,173.84848484848484,156000.0,660.0,112031.0,19758.0,19.0,143.37570602872827,102.71267014845581
717,18037,Dubois County,Indiana,830.7777777777778,165.0,156000.0,660.0,43632.0,3606.0,8.4,58.11337240319939,8.020201797916009
718,18039,Elkhart County,Indiana,1081.6222222222223,196.13333333333333,156000.0,660.0,206890.0,26704.0,13.1,160.8378453228678,124.29542463882851
719,18041,Fayette County,Indiana,895.5714285714286,238.14285714285714,156000.0,660.0,23349.0,3290.0,14.3,15.425575740170094,-20.735949770611807
720,18043,Floyd County,Indiana,1017.65,189.75,156000.0,660.0,80714.0,7971.0,10.1,98.86177336112755,45.751941442079975
721,18045,Fountain County,Indiana,840.8,154.2,156000.0,660.0,16574.0,2026.0,12.3,12.73884050544512,-43.63057974727744
722,18047,Franklin County,Indiana,883.6,90.0,156000.0,660.0,23028.0,2091.0,9.1,13.872410286164513,-21.79388198216352
723,18049,Fulton County,Indiana,867.6,103.0,156000.0,660.0,20327.0,2779.0,13.8,0.5558679438492576,-30.929301670219438
724,18051,Gibson County,Indiana,947.75,148.625,156000.0,660.0,32993.0,3139.0,9.7,62.89052133968851,11.80498880300921
725,18053,Grant County,Indiana,897.0666666666667,159.33333333333334,156000.0,660.0,66022.0,11806.0,19.3,99.29044046622448,63.18355657863732
726,18055,Greene County,Indiana,795.8888888888889,150.22222222222223,156000.0,660.0,31006.0,3888.0,12.7,53.65648178229051,5.61506029112323
727,18057,Hamilton County,Indiana,1655.0,310.03846153846155,156000.0,660.0,364921.0,16387.0,4.5,178.1392394611315,152.69787410844125
728,18059,Hancock County,Indiana,1215.4285714285713,264.14285714285717,156000.0,660.0,83070.0,4103.0,5.0,104.16900498522688,49.47253154014622
729,18061,Harrison County,Indiana,838.0,197.88888888888889,156000.0,660.0,39851.0,3020.0,7.7,97.28380597199647,35.549155886121156
730,18063,Hendricks County,Indiana,1404.5185185185185,266.3703703703704,156000.0,660.0,182534.0,9627.0,5.4,153.23891460771208,123.79550966602896
731,18065,Henry County,Indiana,813.1666666666666,108.08333333333333,156000.0,660.0,48915.0,6269.0,13.9,77.31445539649407,21.152202898670378
732,18067,Howard County,Indiana,919.0,180.2,156000.0,660.0,83574.0,12517.0,15.2,106.15872911459019,51.18580292697046
733,18069,Huntington County,Indiana,871.4444444444445,109.88888888888889,156000.0,660.0,36834.0,4554.0,12.8,82.19720910804678,25.144772704965696
734,18071,Jackson County,Indiana,1001.4545454545455,229.0909090909091,156000.0,660.0,46300.0,5032.0,11.1,67.26439137174535,14.143090118431218
735,18073,Jasper County,Indiana,927.25,213.0,156000.0,660.0,33281.0,3108.0,9.4,64.39560620499026,12.859351112141
736,18075,Jay County,Indiana,786.4285714285714,112.0,156000.0,660.0,20198.0,2728.0,13.7,0.1187286825365061,-31.177816358650674
737,18077,Jefferson County,Indiana,851.8571428571429,158.28571428571428,156000.0,660.0,32946.0,3640.0,11.9,63.044431142804626,12.009700753135903
738,18079,Jennings County,Indiana,1013.8333333333334,255.0,156000.0,660.0,27536.0,3307.0,12.2,35.727224556690615,-6.8959104664333655
739,18081,Johnson County,Indiana,1377.851851851852,261.0,156000.0,660.0,165782.0,12267.0,7.6,149.04747054390393,103.32322345407196
740,18083,Knox County,Indiana,779.0909090909091,154.45454545454547,156000.0,660.0,35789.0,4988.0,14.6,77.43345514912731,21.977082246745415
741,18085,Kosciusko County,Indiana,1053.45,204.3,156000.0,660.0,80826.0,8459.0,10.7,99.04993261445844,45.85989502548569
742,18087,LaGrange County,Indiana,860.7777777777778,185.22222222222223,156000.0,660.0,40866.0,3154.0,7.8,48.009505278810096,1.097300179768122
743,18089,Lake County,Indiana,1150.8852459016393,215.4344262295082,156000.0,660.0,499689.0,72873.0,14.7,194.54757977048902,170.8304003495798
744,18091,LaPorte County,Indiana,1087.3703703703704,266.48148148148147,156000.0,660.0,111675.0,16055.0,15.3,142.12509746514343,101.40720696770175
745,18093,Lawrence County,Indiana,889.4615384615385,197.6153846153846,156000.0,660.0,45222.0,5525.0,12.4,63.70114292795056,11.794162503153549
746,18095,Madison County,Indiana,995.4054054054054,158.45945945945945,156000.0,660.0,131744.0,18875.0,15.0,146.36081835089894,98.54298108058572
747,18097,Marion County,Indiana,1221.489539748954,192.30962343096235,156000.0,660.0,969466.0,149846.0,15.7,198.78302613353475,185.6721427385382
748,18099,Marshall County,Indiana,967.3333333333334,156.66666666666666,156000.0,660.0,46332.0,4719.0,10.3,67.48322107216445,14.318142564583386
749,18101,Martin County,Indiana,681.6666666666666,103.66666666666667,156000.0,660.0,9803.0,1232.0,12.8,-32.955659409552034,-66.47782970477601
750,18103,Miami County,Indiana,800.5,165.8,156000.0,660.0,35674.0,4366.0,13.6,76.769499490034,21.496483570127094
751,18105,Monroe County,Indiana,1156.5,234.5625,156000.0,660.0,139745.0,23312.0,18.2,160.92963983575004,110.0907293679012
752,18107,Montgomery County,Indiana,848.2222222222222,149.0,156000.0,660.0,38273.0,4082.0,11.0,89.42393088600424,30.136499816766083
753,18109,Morgan County,Indiana,1057.8823529411766,292.8235294117647,156000.0,660.0,72236.0,6594.0,9.2,117.51973246042881,77.83555392289139
754,18111,Newton County,Indiana,902.5,112.5,156000.0,660.0,13823.0,1703.0,12.5,-6.170772407161254,-53.08538620358063
755,18113,Noble County,Indiana,818.6,104.1,156000.0,660.0,47367.0,4571.0,9.8,71.68612469326877,17.302345700210005
756,18115,Ohio County,Indiana,942.5,129.5,156000.0,660.0,6114.0,553.0,9.1,-58.5550063550346,-79.27750317751729
757,18117,Orange County,Indiana,939.0,104.75,156000.0,660.0,19623.0,2809.0,14.5,33.03428171114777,-33.482859144426115
758,18119,Owen County,Indiana,878.6666666666666,141.0,156000.0,660.0,21482.0,2964.0,14.0,6.240469498273176,-27.032076176673726
759,18121,Parke County,Indiana,812.5,236.5,156000.0,660.0,16369.0,2213.0,14.4,11.45167238786916,-44.27416380606542
760,18123,Perry County,Indiana,751.2,183.0,156000.0,660.0,19183.0,2903.0,16.6,30.88450350585522,-34.55774824707239
761,18125,Pike County,Indiana,779.6666666666666,185.66666666666666,156000.0,660.0,12168.0,1410.0,11.8,-17.058983913478144,-58.529491956739065
762,18127,Porter County,Indiana,1230.3428571428572,228.54285714285714,156000.0,660.0,174791.0,15180.0,8.9,162.87257865367334,114.76083428477412
763,18129,Posey County,Indiana,798.8333333333334,195.0,156000.0,660.0,25063.0,2416.0,9.7,24.195686376531512,-14.637012312460618
764,18131,Pulaski County,Indiana,777.25,215.0,156000.0,660.0,12485.0,1660.0,13.5,-14.891199686423324,-57.44559984321166
765,18133,Putnam County,Indiana,931.8571428571429,136.28571428571428,156000.0,660.0,37301.0,3125.0,9.5,84.23192891514692,26.471832395812473
766,18135,Randolph County,Indiana,759.5,178.5,156000.0,660.0,24437.0,3714.0,15.4,21.211770492751945,-16.65747724908627
767,18137,Ripley County,Indiana,865.7142857142857,137.42857142857142,156000.0,660.0,29087.0,3410.0,12.0,43.89752348420153,-1.1566810955135671
768,18139,Rush County,Indiana,816.0,176.6,156000.0,660.0,16673.0,2003.0,12.2,13.507993600580939,-43.246003199709534
769,18141,St. Joseph County,Indiana,1086.4657534246576,219.02739726027397,156000.0,660.0,272234.0,34388.0,13.2,178.5884173461473,154.3217802442629
770,18143,Scott County,Indiana,836.0,191.2,156000.0,660.0,24588.0,3720.0,15.4,21.729802876403753,-16.360708899799302
771,18145,Shelby County,Indiana,985.9,231.0,156000.0,660.0,44991.0,6233.0,14.1,62.58114873911166,10.958569647007177
772,18147,Spencer County,Indiana,802.3333333333334,201.66666666666666,156000.0,660.0,19967.0,1850.0,9.3,35.99645824819507,-32.001770875902466
773,18149,Starke County,Indiana,875.1428571428571,325.42857142857144,156000.0,660.0,23258.0,2907.0,12.6,15.033803477030009,-20.99007882906565
774,18151,Steuben County,Indiana,921.5555555555555,207.88888888888889,156000.0,660.0,34725.0,3078.0,9.4,71.55254989035237,17.77884974128411
775,18153,Sullivan County,Indiana,843.125,157.375,156000.0,660.0,20670.0,2339.0,12.7,2.314597587951099,-29.705334306341797
776,18155,Switzerland County,Indiana,855.6666666666666,305.0,156000.0,660.0,10006.0,1340.0,13.6,-31.97207995286226,-65.98603997643113
777,18157,Tippecanoe County,Indiana,1150.439024390244,176.5609756097561,156000.0,660.0,188717.0,33200.0,19.2,162.279176213784,132.09918748954476
778,18159,Tipton County,Indiana,840.6,155.6,156000.0,660.0,15361.0,1527.0,10.1,4.488542833432356,-47.755728583283826
779,18161,Union County,Indiana,798.0,249.0,156000.0,660.0,6952.0,782.0,11.3,-52.64251410665426,-76.32125705332713
780,18163,Vanderburgh County,Indiana,1054.1346153846155,205.82692307692307,156000.0,660.0,179744.0,26687.0,15.4,170.68017651126,121.32562221049645
781,18165,Vermillion County,Indiana,727.0,119.4,156000.0,660.0,15451.0,2130.0,14.0,5.508387772289622,-47.24580611385519
782,18167,Vigo County,Indiana,917.125,206.15625,156000.0,660.0,106006.0,17975.0,18.5,130.2589678483816,91.77191288439839
783,18169,Wabash County,Indiana,785.0,201.625,156000.0,660.0,30828.0,3400.0,11.5,52.81559814937212,5.047705588368936
784,18171,Warren County,Indiana,840.0,180.66666666666666,156000.0,660.0,8461.0,803.0,9.6,-42.44543960092965,-71.22271980046483
785,18173,Warrick County,Indiana,1041.4,136.2,156000.0,660.0,65185.0,4762.0,7.4,96.33622182664824,60.54206086239792
786,18175,Washington County,Indiana,760.1428571428571,185.42857142857142,156000.0,660.0,28224.0,3504.0,12.6,39.993717213182514,-3.7440033259819567
787,18177,Wayne County,Indiana,816.7058823529412,115.58823529411765,156000.0,660.0,66273.0,11373.0,17.8,100.29102118748024,64.12994337387954
788,18179,Wells County,Indiana,788.5714285714286,174.85714285714286,156000.0,660.0,28335.0,2525.0,9.1,40.44526792194535,-3.459045517599433
789,18181,White County,Indiana,858.1428571428571,198.14285714285714,156000.0,660.0,24598.0,2295.0,9.4,21.712597312020513,-16.38966941613684
790,18183,Whitley County,Indiana,888.5,195.625,156000.0,660.0,34627.0,3085.0,9.0,71.2081944450167,17.57828195652543
791,19001,Adair County,Iowa,824.0,278.0,132000.0,660.0,7494.0,666.0,9.1,-45.27064035931205,-72.63532017965602
792,19003,Adams County,Iowa,966.0,153.5,132000.0,660.0,3611.0,362.0,10.1,-73.76457624450553,-86.88228812225276
793,19005,Allamakee County,Iowa,746.0,210.0,132000.0,660.0,13960.0,1591.0,11.6,2.242349523332886,-48.878825238333555
794,19007,Appanoose County,Iowa,803.8,157.2,132000.0,660.0,12094.0,1703.0,14.3,-11.611227776126603,-55.8056138880633
795,19009,Audubon County,Iowa,746.0,177.66666666666666,132000.0,660.0,5598.0,635.0,11.6,-59.000524883121955,-79.50026244156098
796,19011,Benton County,Iowa,822.5714285714286,224.85714285714286,132000.0,660.0,25711.0,1897.0,7.5,33.96644704113419,-6.110223294943749
797,19013,Black Hawk County,Iowa,1020.1621621621622,191.9189189189189,132000.0,660.0,130274.0,20825.0,16.6,148.19572367235392,102.35115231903733
798,19015,Boone County,Iowa,941.8333333333334,153.16666666666666,132000.0,660.0,26609.0,2232.0,8.6,38.21600633708626,-3.2523133419382844
799,19017,Bremer County,Iowa,843.125,237.5,132000.0,660.0,25259.0,1582.0,6.7,31.54087760316367,-7.829987152490061
800,19019,Buchanan County,Iowa,894.5,167.5,132000.0,660.0,20714.0,1962.0,9.6,7.727845989156486,-24.556110649095224
801,19021,Buena Vista County,Iowa,825.5,132.5,132000.0,660.0,20600.0,2019.0,10.2,7.327535678156329,-24.782288541470155
802,19023,Butler County,Iowa,762.8,148.2,132000.0,660.0,14269.0,1351.0,9.6,4.4411967784671615,-47.77940161076642
803,19025,Calhoun County,Iowa,760.75,116.5,132000.0,660.0,9725.0,779.0,8.6,-28.81303203413558,-64.40651601706779
804,19027,Carroll County,Iowa,757.6666666666666,80.0,132000.0,660.0,20567.0,1721.0,8.5,7.345291323787818,-24.71631811415603
805,19029,Cass County,Iowa,802.4,129.6,132000.0,660.0,13104.0,1763.0,13.7,-4.224761914042991,-52.1123809570215
806,19031,Cedar County,Iowa,896.8,107.6,132000.0,660.0,18399.0,1408.0,7.8,34.013309798799156,-32.99334510060042
807,19033,Cerro Gordo County,Iowa,806.0909090909091,176.27272727272728,132000.0,660.0,42409.0,4844.0,11.7,59.53401604235098,10.532912736072584
808,19035,Cherokee County,Iowa,806.0,204.4,132000.0,660.0,11491.0,1200.0,10.7,-16.02499299660183,-58.01249649830091
809,19037,Chickasaw County,Iowa,759.0,129.5,132000.0,660.0,11716.0,958.0,8.3,-14.233425245845636,-57.11671262292282
810,19039,Clarke County,Iowa,816.6666666666666,113.0,132000.0,660.0,9692.0,1108.0,11.6,-29.199488646740125,-64.59974432337006
811,19041,Clay County,Iowa,829.2,136.4,132000.0,660.0,16475.0,1499.0,9.3,20.295572976880372,-39.85221351155982
812,19043,Clayton County,Iowa,784.1666666666666,78.33333333333333,132000.0,660.0,17027.0,1929.0,11.5,24.530854792015848,-37.73457260399208
813,19045,Clinton County,Iowa,881.4166666666666,184.75,132000.0,660.0,46344.0,6077.0,13.3,74.09003329175125,20.552244985552235
814,19047,Crawford County,Iowa,711.6666666666666,89.5,132000.0,660.0,16123.0,1876.0,11.8,18.232705939867987,-40.88364703006601
815,19049,Dallas County,Iowa,1205.421052631579,179.42105263157896,132000.0,660.0,108016.0,5214.0,4.9,139.06930546209531,101.65248004653435
816,19051,Davis County,Iowa,868.5,202.5,132000.0,660.0,9130.0,1047.0,11.6,-33.43095497050085,-66.71547748525042
817,19053,Decatur County,Iowa,672.3333333333334,72.0,132000.0,660.0,7683.0,1285.0,17.9,-43.577880590438426,-71.78894029521922
818,19055,Delaware County,Iowa,716.0,196.25,132000.0,660.0,17568.0,1471.0,8.5,28.808671318416774,-35.59566434079161
819,19057,Des Moines County,Iowa,914.0,257.6363636363636,132000.0,660.0,38293.0,5593.0,14.8,99.05048212290019,39.37059458672522
820,19059,Dickinson County,Iowa,1001.8333333333334,195.5,132000.0,660.0,18028.0,1240.0,7.0,30.810673535654036,-34.594663232172984
821,19061,Dubuque County,Iowa,1000.4814814814815,163.88888888888889,132000.0,660.0,98677.0,10067.0,10.6,149.31399044022143,84.92524291454419
822,19063,Emmet County,Iowa,719.0,79.0,132000.0,660.0,9176.0,1014.0,11.5,-32.72891669314044,-66.36445834657022
823,19065,Fayette County,Iowa,787.7142857142857,129.57142857142858,132000.0,660.0,19294.0,2389.0,13.0,41.092773058326394,-29.453613470836803
824,19067,Floyd County,Iowa,740.6,78.4,132000.0,660.0,15337.0,1778.0,11.7,12.349646183222882,-43.825176908388556
825,19069,Franklin County,Iowa,757.6666666666666,153.0,132000.0,660.0,9916.0,1147.0,11.8,-27.406720515385928,-63.703360257692964
826,19071,Fremont County,Iowa,701.0,138.66666666666666,132000.0,660.0,6464.0,670.0,10.5,-52.57984056340783,-76.28992028170391
827,19073,Greene County,Iowa,835.75,120.5,132000.0,660.0,8741.0,900.0,10.4,-36.19106424267495,-68.09553212133747
828,19075,Grundy County,Iowa,872.6666666666666,259.3333333333333,132000.0,660.0,12356.0,872.0,7.1,-9.923089073302311,-54.961544536651154
829,19077,Guthrie County,Iowa,860.0,116.33333333333333,132000.0,660.0,10647.0,1060.0,10.1,-22.346076703336777,-61.17303835166838
830,19079,Hamilton County,Iowa,790.4,97.4,132000.0,660.0,14820.0,1339.0,9.2,8.364754887503945,-45.817622556248025
831,19081,Hancock County,Iowa,698.25,89.25,132000.0,660.0,10685.0,807.0,7.7,-21.6065101690822,-60.8032550845411
832,19083,Hardin County,Iowa,762.8333333333334,128.83333333333334,132000.0,660.0,16567.0,1701.0,10.7,21.261139270617942,-39.36943036469103
833,19085,Harrison County,Iowa,861.8,96.4,132000.0,660.0,14658.0,1323.0,9.2,6.901145490966389,-46.54942725451681
834,19087,Henry County,Iowa,771.2,110.2,132000.0,660.0,20196.0,2187.0,12.0,5.371717568735619,-26.110933601305387
835,19089,Howard County,Iowa,711.6666666666666,88.33333333333333,132000.0,660.0,9533.0,856.0,9.1,-30.09288682473723,-65.04644341236862
836,19091,Humboldt County,Iowa,773.75,88.75,132000.0,660.0,9572.0,735.0,7.8,-29.966313543175062,-64.98315677158753
837,19093,Ida County,Iowa,721.6666666666666,107.0,132000.0,660.0,6888.0,650.0,9.7,-49.50763591936469,-74.75381795968235
838,19095,Iowa County,Iowa,697.5,87.25,132000.0,660.0,16475.0,1194.0,7.4,20.876769282504355,-39.56161535874782
839,19097,Jackson County,Iowa,824.1666666666666,164.83333333333334,132000.0,660.0,19324.0,1960.0,10.3,41.124060493564194,-29.437969753217903
840,19099,Jasper County,Iowa,885.0,114.55555555555556,132000.0,660.0,37938.0,3182.0,8.8,97.35391017860239,38.22443526839932
841,19101,Jefferson County,Iowa,866.6,164.4,132000.0,660.0,15698.0,2031.0,13.6,14.46585517616861,-42.7670724119157
842,19103,Johnson County,Iowa,1152.7222222222222,149.88888888888889,132000.0,660.0,156420.0,22481.0,15.3,169.43557536020867,142.46380343584258
843,19105,Jones County,Iowa,889.5714285714286,129.42857142857142,132000.0,660.0,20848.0,2076.0,10.6,8.43864090078218,-24.05442724415241
844,19107,Keokuk County,Iowa,802.5,121.0,132000.0,660.0,9904.0,1155.0,11.8,-27.613362974693185,-63.806681487346594
845,19109,Kossuth County,Iowa,763.3333333333334,168.33333333333334,132000.0,660.0,14475.0,1236.0,8.7,5.946935041171089,-47.026532479414456
846,19111,Lee County,Iowa,799.0,173.54545454545453,132000.0,660.0,32840.0,4255.0,13.5,71.21704523730905,20.02631514826637
847,19113,Linn County,Iowa,980.62,207.42,132000.0,660.0,229033.0,20251.0,9.1,173.41681544911117,154.08881679936678
848,19115,Louisa County,Iowa,790.6666666666666,100.33333333333333,132000.0,660.0,10677.0,1149.0,10.9,-21.929878011626062,-60.96493900581304
849,19117,Lucas County,Iowa,920.25,126.5,132000.0,660.0,8689.0,1391.0,16.1,-36.76569137887641,-68.38284568943821
850,19119,Lyon County,Iowa,838.0,75.66666666666667,132000.0,660.0,12179.0,802.0,6.7,-11.10110828598888,-55.550554142994436
851,19121,Madison County,Iowa,1087.5,196.5,132000.0,660.0,17036.0,1132.0,6.7,23.229753759908377,-38.38512312004581
852,19123,Mahaska County,Iowa,796.1428571428571,186.71428571428572,132000.0,660.0,21946.0,2192.0,10.3,14.427806344768685,-19.781589308528595
853,19125,Marion County,Iowa,883.4,214.3,132000.0,660.0,33642.0,2597.0,8.1,75.01335238504811,22.579407106559525
854,19127,Marshall County,Iowa,922.9090909090909,198.27272727272728,132000.0,660.0,39879.0,4283.0,11.1,107.24666552755097,45.09592708196662
855,19129,Mills County,Iowa,959.2,173.8,132000.0,660.0,14553.0,1283.0,8.9,5.759750783042201,-47.120124608478896
856,19131,Mitchell County,Iowa,717.3333333333334,102.66666666666667,132000.0,660.0,10532.0,1186.0,11.5,-22.783093221892297,-61.39154661094614
857,19133,Monona County,Iowa,835.75,96.0,132000.0,660.0,8486.0,941.0,11.3,-38.05255361667311,-69.02627680833655
858,19135,Monroe County,Iowa,816.3333333333334,314.6666666666667,132000.0,660.0,7550.0,729.0,9.8,-44.84622689750895,-72.42311344875448
859,19137,Montgomery County,Iowa,832.25,113.5,132000.0,660.0,10205.0,1119.0,11.2,-25.494407213280322,-62.747203606640156
860,19139,Muscatine County,Iowa,1009.5,135.8,132000.0,660.0,42377.0,5116.0,12.3,58.806059640806076,9.867042307077394
861,19141,O'Brien County,Iowa,802.25,131.5,132000.0,660.0,14060.0,1186.0,8.7,2.763066934253442,-48.61846653287328
862,19143,Osceola County,Iowa,851.5,32.0,132000.0,660.0,6036.0,646.0,10.9,-55.9627672833614,-77.98138364168071
863,19145,Page County,Iowa,719.3333333333334,127.0,132000.0,660.0,15143.0,1738.0,12.5,11.014992119057219,-44.49250394047139
864,19147,Palo Alto County,Iowa,674.25,119.25,132000.0,660.0,8764.0,950.0,11.2,-35.64380367835365,-67.82190183917682
865,19149,Plymouth County,Iowa,839.5,109.83333333333333,132000.0,660.0,25681.0,1680.0,6.6,33.75114471348527,-6.277713236054426
866,19151,Pocahontas County,Iowa,816.3333333333334,93.33333333333333,132000.0,660.0,7053.0,760.0,11.0,-48.476879246110016,-74.238439623055
867,19153,Polk County,Iowa,1167.7777777777778,181.64814814814815,132000.0,660.0,501089.0,50460.0,10.2,187.72633529891206,174.54006422451184
868,19155,Pottawattamie County,Iowa,1029.1333333333334,136.03333333333333,132000.0,660.0,93173.0,10637.0,11.7,135.32259313763458,74.51678681179816
869,19157,Poweshiek County,Iowa,884.2,122.2,132000.0,660.0,18467.0,1498.0,8.9,34.570354248848645,-32.71482287557568
870,19159,Ringgold County,Iowa,737.5,81.0,132000.0,660.0,4670.0,601.0,13.2,-65.78650141945724,-82.89325070972863
871,19161,Sac County,Iowa,711.75,106.75,132000.0,660.0,9673.0,902.0,9.5,-29.066459708935135,-64.53322985446756
872,19163,Scott County,Iowa,1159.375,225.625,132000.0,660.0,173924.0,20116.0,11.8,165.70649709017823,119.2751198371528
873,19165,Shelby County,Iowa,767.25,180.0,132000.0,660.0,11645.0,1007.0,8.8,-14.778912446218445,-57.38945622310923
874,19167,Sioux County,Iowa,837.0,176.0,132000.0,660.0,36050.0,2695.0,8.0,87.76693635195667,31.575745778383375
875,19169,Story County,Iowa,993.75,127.33333333333333,132000.0,660.0,99673.0,14563.0,16.6,151.85186744926696,86.81535974509758
876,19171,Tama County,Iowa,829.3333333333334,146.33333333333334,132000.0,660.0,16903.0,2243.0,13.5,23.420101493191193,-38.2899492534044
877,19173,Taylor County,Iowa,772.3333333333334,133.66666666666666,132000.0,660.0,5858.0,719.0,12.4,-57.137630789492945,-78.56881539474647
878,19175,Union County,Iowa,758.75,132.75,132000.0,660.0,11887.0,1501.0,13.0,-12.980829355335603,-56.4904146776678
879,19177,Van Buren County,Iowa,712.0,243.5,132000.0,660.0,7256.0,928.0,12.9,-46.791166082057174,-73.39558304102859
880,19179,Wapello County,Iowa,939.6363636363636,224.72727272727272,132000.0,660.0,35043.0,5473.0,16.1,82.03539746391898,27.4230532327394
881,19181,Warren County,Iowa,1162.2307692307693,291.53846153846155,132000.0,660.0,54327.0,3305.0,6.3,103.00723351475807,40.29321322816627
882,19183,Washington County,Iowa,898.5,154.66666666666666,132000.0,660.0,22571.0,2188.0,9.9,17.373386317445323,-17.804577539587648
883,19185,Wayne County,Iowa,649.6666666666666,72.66666666666667,132000.0,660.0,6467.0,921.0,14.5,-52.468334272484505,-76.23416713624225
884,19187,Webster County,Iowa,831.8461538461538,198.23076923076923,132000.0,660.0,36626.0,4197.0,12.5,90.79264859781999,33.70318819634443
885,19189,Winnebago County,Iowa,693.0,75.33333333333333,132000.0,660.0,10617.0,1015.0,10.1,-22.090406535883762,-61.045203267941886
